8.142246248294520683e+01,5.846356869668812806e+01
9.104975654480141145e+01,3.783768061841955443e+01
1.930313297197948685e+01,7.092803711938627487e+01
2.514997328486661132e+01,7.877559432598395972e+01
8.300678428836204148e+01,2.985484128855412322e+01
7.555724308122587729e+01,2.133475167888228086e+01
9.662506411871473233e+01,8.091996894285612996e+01
3.732021638969635546e+01,8.710239141104969107e+00
8.047866818053206472e+00,4.054082872541464866e+01
7.181738820734029360e-02,8.781856886438718846e+01
9.476670373904026690e+01,6.854093569023403631e+01
4.512063672915383705e+01,3.948707264975820408e+01
3.913348685552169570e+01,9.354149587202925886e+01
7.148008225449102326e+01,4.822524947766859782e+01
2.765690876422943845e+01,1.586069135331330493e+01
2.229213547677388885e+00,4.491918320740929005e+00
3.604603295127487428e+01,4.910651046587216939e+01
3.128626039789246249e+01,2.368039121507788991e+01
9.184626790572883692e+01,5.099595763872542165e+01
9.667663900188141213e+01,2.443581888703966243e+01
3.782072668977156837e+01,9.942858329913262594e+01
2.401875751010216220e+01,5.592131308518026600e+01
3.217286892123215836e+01,2.626048025548453069e+01
3.912502630822820748e+01,7.845242713362610587e+00
2.151929686390220553e+01,5.641866391321052987e+01
4.467294063728260767e+01,3.789023535256177411e+01
4.118203424194266660e+00,9.975749451524056610e+01
7.705998528300607120e+01,1.275748250296820885e+01
1.166629563536358916e+01,6.608930854408903599e+01
2.708113359154684474e+01,5.574865056435404398e+01
6.069138425577407503e+01,4.087639466886208339e+01
2.652516365881522020e+01,5.003281773212109584e+01
1.500901938645811029e+01,9.287906032962365543e+01
2.471295829687092294e+01,7.503641455968207197e+01
1.921102689328603219e+01,3.089141158564964229e+01
6.812694501511825251e+01,8.975822679566273621e+01
5.075418481307508500e+01,6.906808829408299744e+01
9.434819257214167010e+01,4.691745721920037226e+01
3.370392369063031879e+01,8.305699333654253280e+01
5.179998910590267513e+01,1.703888992914714962e+01
7.989268380459280650e+01,9.532675253832825035e+01
8.234338438700705254e+00,6.461746427443016216e+01
7.368657545200638026e+01,2.709377957639288326e+01
4.263952767029026347e+01,1.597150247376000198e+00
6.757308122059487232e+01,6.373985531510889757e+01
8.550102529231868687e+01,7.468997466656219331e+01
5.632169777030594560e+01,3.371111513947923299e+01
3.357281583876814324e+01,9.213279391216084946e+01
2.198359007465014869e+01,4.464695995034697518e+01
7.830390047259929531e+01,4.322817275747409127e+01
9.554181531280542572e+01,6.113369347005852461e+01
3.061482313300057001e+01,2.123494548999493858e+00
8.779996694012130831e+01,4.380423852077930391e-01
1.525424794417816798e+01,9.757345233900349513e+01
9.516430693366298499e+01,6.251789076905895115e+01
4.463762964979927261e+01,2.110668433702884528e+01
8.439940250453017256e+01,9.639953728560887214e+01
1.735526365108858116e+01,6.936856666617275380e+01
3.053676133272347215e+01,1.007761378650596740e+01
4.552272414552170687e+01,4.718659641332062193e+01
5.970517476347531982e+01,6.431426237745596097e+01
1.375503772290609383e+00,1.535438162991920041e+00
4.804039605435443150e+01,2.153198619332896868e+01
3.320488294327778078e+01,5.202846810010084511e+01
2.008456823286374160e+01,7.930306152885333404e+01
1.639234308320141054e+01,6.934804658181668913e+01
2.610341285208572870e+01,8.090767733489812485e+01
4.410219941794487397e+01,3.797208836158701217e+01
4.604026755542554383e+01,1.987718439504343593e+01
3.798256731100475747e+01,3.287763328177318556e+01
5.943951384744622146e+01,2.053047818000358760e+01
5.426197329453119522e+01,2.586625183327972977e+01
7.640368123836609016e+01,3.749016171259333952e+00
8.058029033850317546e+01,5.790395621767112289e+01
7.297386027281793019e+01,8.630228542405579617e+01
4.559053531845191998e+01,6.095087305718011095e+01
6.551216581467768663e+01,1.305276023177576228e+01
8.851411882113052343e+01,1.952810314149378002e+00
4.420012783415517177e+00,2.111636793598318107e+01
4.819620774268725683e+01,3.402280266136449427e+01
2.785142093929480112e+01,2.309974431401596817e+01
9.855387567534272364e+01,7.023863530259465904e+01
3.453044859543818745e+01,1.538006529182999138e+01
7.993454377942501310e+01,4.881649214595560693e+01
9.084830082673178708e+01,3.841251080368518700e+01
2.142475267267645123e+01,1.480299933193433048e+01
5.233745673837844947e+01,6.621773601923422348e+01
7.774680265468514762e+00,2.778313925160946773e+00
8.536892835896368581e+01,3.869346513910476570e+00
3.511602934525201647e+01,8.613743792388494569e+01
6.878436050181565520e+01,8.803435914028332832e+01
9.888933284518954281e+01,4.040258275135643373e+01
3.326058576177201331e+01,3.301464759561334450e+00
4.859285030560190677e+01,8.428560052983199569e+01
5.843397170022297615e+01,4.739159056507913448e+01
8.633059758466443157e+01,8.916720627307594782e+01
8.940484061535212845e+01,1.037266378489054564e+00
6.514363521039334159e+01,2.647089927908089635e+01
7.592107230441980903e+01,5.059616369484298559e+01
8.432768666404815860e+01,8.551090615331749234e+01
